cod_manifestacao,Nome da Ponte,UF,Município,A) A ponte está mal iluminada?,B) A sinalização na ponte é inadequada?,C) Há acúmulo de lixo ou entulho na ponte?,D) Há sinais visíveis de ferrugem ou rachaduras?,E) A ponte apresenta trepidação excessiva ao passar veículos?,F) A estrutura da ponte aparenta má conservação?,G) Há dificuldades de acesso para pedestres ou ciclistas?,H) Há buracos ou desníveis na ponte?,I) A ponte apresenta tráfego frequentemente congestionado?,J) A ponte possui guarda-corpos danificados ou ausentes?,K) Você se sente desconfortável/inseguro ao passar na ponte?,Pontuação
130,Ponte Governador Alencar,MS,Campo Grande,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Discordo,21
131,Ponte Governador Alencar,MS,Campo Grande,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Discordo,21
132,Ponte Do Jaguaribe,RO,Porto Velho,Neutro,Concordo,Discordo,Concordo Totalmente,Concordo,Neutro,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo Totalmente,23
133,Ponte Do Jaguaribe,RO,Porto Velho,Neutro,Concordo,Discordo,Concordo Totalmente,Concordo,Neutro,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo Totalmente,23
134,Ponte Do Jaguaribe,RO,Porto Velho,Neutro,Concordo,Discordo,Concordo Totalmente,Concordo,Neutro,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo Totalmente,23
135,Ponte Do Jaguaribe,RO,Porto Velho,Neutro,Concordo,Discordo,Concordo Totalmente,Concordo,Neutro,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo Totalmente,23
136,Ponte Do Jaguaribe,RO,Porto Velho,Neutro,Concordo,Discordo,Concordo Totalmente,Concordo,Neutro,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo Totalmente,23
137,Ponte Do Jaguaribe,RO,Porto Velho,Neutro,Concordo,Discordo,Concordo Totalmente,Concordo,Neutro,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo Totalmente,23
138,Ponte Do Jaguaribe,RO,Porto Velho,Neutro,Concordo,Discordo,Concordo Totalmente,Concordo,Neutro,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo Totalmente,23
139,Ponte Do Jaguaribe,RO,Porto Velho,Neutro,Concordo,Discordo,Concordo Totalmente,Concordo,Neutro,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo Totalmente,23
140,Ponte Do Jaguaribe,RO,Porto Velho,Neutro,Concordo,Discordo,Concordo Totalmente,Concordo,Neutro,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo Totalmente,23
141,Ponte Do Jaguaribe,RO,Porto Velho,Neutro,Concordo,Discordo,Concordo Totalmente,Concordo,Neutro,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo Totalmente,23
142,Ponte Do Jaguaribe,RO,Porto Velho,Neutro,Concordo,Discordo,Concordo Totalmente,Concordo,Neutro,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo Totalmente,23
143,Ponte Do Jaguaribe,RO,Porto Velho,Neutro,Concordo,Discordo,Concordo Totalmente,Concordo,Neutro,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo Totalmente,23
144,Ponte Do Jaguaribe,RO,Porto Velho,Neutro,Concordo,Discordo,Concordo Totalmente,Concordo,Neutro,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo Totalmente,23
145,Ponte Do Jaguaribe,RO,Porto Velho,Neutro,Concordo,Discordo,Concordo Totalmente,Concordo,Neutro,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo Totalmente,23
146,Ponte Do Jaguaribe,RO,Porto Velho,Neutro,Concordo,Discordo,Concordo Totalmente,Concordo,Neutro,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo Totalmente,23
147,Ponte Do Jaguaribe,RO,Porto Velho,Neutro,Concordo,Discordo,Concordo Totalmente,Concordo,Neutro,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo Totalmente,23
148,Ponte Do Jaguaribe,RO,Porto Velho,Neutro,Concordo,Discordo,Concordo Totalmente,Concordo,Neutro,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo Totalmente,23
149,Ponte Do Jaguaribe,RO,Porto Velho,Neutro,Concordo,Discordo,Concordo Totalmente,Concordo,Neutro,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo Totalmente,23
150,Ponte Antônio Carlos Jobim,SP,São Paulo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,21
151,Ponte Antônio Carlos Jobim,SP,São Paulo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,21
152,Ponte Antônio Carlos Jobim,SP,São Paulo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,21
153,Ponte Antônio Carlos Jobim,SP,São Paulo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,21
154,Ponte Antônio Carlos Jobim,SP,São Paulo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,21
155,Ponte Antônio Carlos Jobim,SP,São Paulo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,21
156,Ponte Antônio Carlos Jobim,SP,São Paulo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,21
157,Ponte Antônio Carlos Jobim,SP,São Paulo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,21
158,Ponte Antônio Carlos Jobim,SP,São Paulo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,21
159,Ponte Antônio Carlos Jobim,SP,São Paulo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,21
160,Ponte Antônio Carlos Jobim,SP,São Paulo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,21
161,Ponte Antônio Carlos Jobim,SP,São Paulo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,21
162,Ponte Antônio Carlos Jobim,SP,São Paulo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,21
163,Ponte Antônio Carlos Jobim,SP,São Paulo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,21
164,Ponte Antônio Carlos Jobim,SP,São Paulo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,21
165,Ponte Antônio Carlos Jobim,SP,São Paulo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,21
166,Ponte Antônio Carlos Jobim,SP,São Paulo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,21
167,Ponte Nelson Mandela,TO,Palmas,Concordo Totalmente,Concordo Totalmente,Neutro,Discordo,Neutro,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,Concordo Totalmente,Concordo,24
168,Ponte Nelson Mandela,TO,Palmas,Concordo Totalmente,Concordo Totalmente,Neutro,Discordo,Neutro,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,Concordo Totalmente,Concordo,24
169,Ponte Nelson Mandela,TO,Palmas,Concordo Totalmente,Concordo Totalmente,Neutro,Discordo,Neutro,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,Concordo Totalmente,Concordo,24
170,Ponte Nelson Mandela,TO,Palmas,Concordo Totalmente,Concordo Totalmente,Neutro,Discordo,Neutro,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,Concordo Totalmente,Concordo,24
171,Ponte Nelson Mandela,TO,Palmas,Concordo Totalmente,Concordo Totalmente,Neutro,Discordo,Neutro,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,Concordo Totalmente,Concordo,24
172,Ponte Nelson Mandela,TO,Palmas,Concordo Totalmente,Concordo Totalmente,Neutro,Discordo,Neutro,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,Concordo Totalmente,Concordo,24
173,Ponte Nelson Mandela,TO,Palmas,Concordo Totalmente,Concordo Totalmente,Neutro,Discordo,Neutro,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,Concordo Totalmente,Concordo,24
174,Ponte Nelson Mandela,TO,Palmas,Concordo Totalmente,Concordo Totalmente,Neutro,Discordo,Neutro,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,Concordo Totalmente,Concordo,24
175,Ponte Nelson Mandela,TO,Palmas,Concordo Totalmente,Concordo Totalmente,Neutro,Discordo,Neutro,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,Concordo Totalmente,Concordo,24
176,Ponte Nelson Mandela,TO,Palmas,Concordo Totalmente,Concordo Totalmente,Neutro,Discordo,Neutro,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,Concordo Totalmente,Concordo,24
177,Ponte Nelson Mandela,TO,Palmas,Concordo Totalmente,Concordo Totalmente,Neutro,Discordo,Neutro,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,Concordo Totalmente,Concordo,24
178,Ponte Presidente Dutra,PB,João Pessoa,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,19
179,Ponte Presidente Dutra,PB,João Pessoa,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,19
180,Ponte Presidente Dutra,PB,João Pessoa,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,19
181,Ponte Presidente Dutra,PB,João Pessoa,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,19
182,Ponte Presidente Dutra,PB,João Pessoa,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,19
183,Ponte Presidente Dutra,PB,João Pessoa,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,19
184,Ponte Presidente Dutra,PB,João Pessoa,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,19
185,Ponte Presidente Dutra,PB,João Pessoa,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,19
186,Ponte Presidente Dutra,PB,João Pessoa,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,19
187,Ponte Presidente Dutra,PB,João Pessoa,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,19
188,Ponte Presidente Dutra,PB,João Pessoa,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,19
189,Ponte Presidente Dutra,PB,João Pessoa,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,19
190,Ponte Presidente Dutra,PB,João Pessoa,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,19
191,Ponte Presidente Dutra,PB,João Pessoa,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,19
192,Ponte Presidente Dutra,PB,João Pessoa,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,19
193,Ponte Presidente Dutra,PB,João Pessoa,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,19
194,Ponte Presidente Dutra,PB,João Pessoa,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,19
195,Ponte Presidente Dutra,PB,João Pessoa,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,19
196,Ponte Presidente Dutra,PB,João Pessoa,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,19
197,Ponte Nelson Mandela,DF,Brasília,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,23
198,Ponte Nelson Mandela,DF,Brasília,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,23
199,Ponte Nelson Mandela,DF,Brasília,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,23
200,Ponte Nelson Mandela,DF,Brasília,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,23
201,Ponte Nelson Mandela,DF,Brasília,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,23
202,Ponte Nelson Mandela,DF,Brasília,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,23
203,Ponte Nelson Mandela,DF,Brasília,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,23
204,Ponte Nelson Mandela,DF,Brasília,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,23
205,Ponte Nelson Mandela,DF,Brasília,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,23
206,Ponte Nelson Mandela,DF,Brasília,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,23
207,Ponte Do Limão,PE,Recife,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Neutro,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17
208,Ponte Do Limão,PE,Recife,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Neutro,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17
209,Ponte Do Limão,PE,Recife,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Neutro,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17
210,Ponte Do Limão,PE,Recife,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Neutro,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17
211,Ponte Do Limão,PE,Recife,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Neutro,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17
212,Ponte Do Limão,PE,Recife,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Neutro,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17
213,Ponte Do Limão,PE,Recife,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Neutro,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17
214,Ponte Do Limão,PE,Recife,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Neutro,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17
215,Ponte Do Limão,PE,Recife,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Neutro,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17
216,Ponte Do Limão,PE,Recife,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Neutro,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17
217,Ponte Do Limão,PE,Recife,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Neutro,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17
218,Ponte Do Guaíba,MS,Campo Grande,Concordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,26
219,Ponte Do Guaíba,MS,Campo Grande,Concordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,26
220,Ponte Do Guaíba,MS,Campo Grande,Concordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,26
221,Ponte Do Guaíba,MS,Campo Grande,Concordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,26
222,Ponte Do Guaíba,MS,Campo Grande,Concordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,26
223,Ponte Do Guaíba,MS,Campo Grande,Concordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,26
224,Ponte Do Guaíba,MS,Campo Grande,Concordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,26
225,Ponte Do Guaíba,MS,Campo Grande,Concordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,26
226,Ponte Do Guaíba,MS,Campo Grande,Concordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,26
227,Ponte Do Guaíba,MS,Campo Grande,Concordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,26
228,Ponte Do Guaíba,MS,Campo Grande,Concordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,26
229,Ponte Do Guaíba,MS,Campo Grande,Concordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,26
230,Ponte Do Guaíba,MS,Campo Grande,Concordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,26
231,Ponte Do Guaíba,MS,Campo Grande,Concordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,26
232,Ponte Do Guaíba,MS,Campo Grande,Concordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,26
233,Ponte Do Guaíba,MS,Campo Grande,Concordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,26
234,Ponte Do Guaíba,MS,Campo Grande,Concordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,26
235,Ponte Do Guaíba,MS,Campo Grande,Concordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,26
236,Ponte Do Guaíba,MS,Campo Grande,Concordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,26
237,Ponte Do Guaíba,MS,Campo Grande,Concordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,26
