cod_manifestacao,Nome da Ponte,UF,Município,A) A ponte está mal iluminada?,B) A sinalização na ponte é inadequada?,C) Há acúmulo de lixo ou entulho na ponte?,D) Há sinais visíveis de ferrugem ou rachaduras?,E) A ponte apresenta trepidação excessiva ao passar veículos?,F) A estrutura da ponte aparenta má conservação?,G) Há dificuldades de acesso para pedestres ou ciclistas?,H) Há buracos ou desníveis na ponte?,I) A ponte apresenta tráfego frequentemente congestionado?,J) A ponte possui guarda-corpos danificados ou ausentes?,K) Você se sente desconfortável/inseguro ao passar na ponte?,Pontuação
128,Ponte Governador Alencar,BA,Salvador,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Discordo,21.0
129,Ponte Governador Alencar,BA,Salvador,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Discordo,21.0
130,Ponte Governador Alencar,BA,Salvador,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Discordo,21.0
131,Ponte Governador Alencar,BA,Salvador,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Discordo,21.0
132,Ponte Do Jaguaribe,CE,Aracati,Neutro,Concordo,Discordo,Concordo Totalmente,Concordo,Neutro,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo Totalmente,23.0
133,Ponte Do Jaguaribe,CE,Aracati,Neutro,Concordo,Discordo,Concordo Totalmente,Concordo,Neutro,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo Totalmente,23.0
134,Ponte Do Jaguaribe,CE,Aracati,Neutro,Concordo,Discordo,Concordo Totalmente,Concordo,Neutro,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo Totalmente,23.0
135,Ponte Do Jaguaribe,CE,Aracati,Neutro,Concordo,Discordo,Concordo Totalmente,Concordo,Neutro,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo Totalmente,23.0
136,Ponte Do Jaguaribe,CE,Aracati,Neutro,Concordo,Discordo,Concordo Totalmente,Concordo,Neutro,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo Totalmente,23.0
137,Ponte Do Jaguaribe,CE,Aracati,Neutro,Concordo,Discordo,Concordo Totalmente,Concordo,Neutro,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo Totalmente,23.0
138,Ponte Do Jaguaribe,CE,Aracati,Neutro,Concordo,Discordo,Concordo Totalmente,Concordo,Neutro,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo Totalmente,23.0
139,Ponte Do Jaguaribe,CE,Aracati,Neutro,Concordo,Discordo,Concordo Totalmente,Concordo,Neutro,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo Totalmente,23.0
140,Ponte Do Jaguaribe,CE,Aracati,Neutro,Concordo,Discordo,Concordo Totalmente,Concordo,Neutro,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo Totalmente,23.0
141,Ponte Do Jaguaribe,CE,Aracati,Neutro,Concordo,Discordo,Concordo Totalmente,Concordo,Neutro,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo Totalmente,23.0
142,Ponte Do Jaguaribe,CE,Aracati,Neutro,Concordo,Discordo,Concordo Totalmente,Concordo,Neutro,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo Totalmente,23.0
143,Ponte Do Jaguaribe,CE,Aracati,Neutro,Concordo,Discordo,Concordo Totalmente,Concordo,Neutro,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo Totalmente,23.0
144,Ponte Do Jaguaribe,CE,Aracati,Neutro,Concordo,Discordo,Concordo Totalmente,Concordo,Neutro,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo Totalmente,23.0
145,Ponte Do Jaguaribe,CE,Aracati,Neutro,Concordo,Discordo,Concordo Totalmente,Concordo,Neutro,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo Totalmente,23.0
146,Ponte Do Jaguaribe,CE,Aracati,Neutro,Concordo,Discordo,Concordo Totalmente,Concordo,Neutro,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo Totalmente,23.0
147,Ponte Do Jaguaribe,CE,Aracati,Neutro,Concordo,Discordo,Concordo Totalmente,Concordo,Neutro,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo Totalmente,23.0
148,Ponte Do Jaguaribe,CE,Aracati,Neutro,Concordo,Discordo,Concordo Totalmente,Concordo,Neutro,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo Totalmente,23.0
149,Ponte Do Jaguaribe,CE,Aracati,Neutro,Concordo,Discordo,Concordo Totalmente,Concordo,Neutro,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo Totalmente,23.0
150,Ponte Antônio Carlos Jobim,RJ,Rio de Janeiro,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,21.0
151,Ponte Antônio Carlos Jobim,RJ,Rio de Janeiro,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,21.0
152,Ponte Antônio Carlos Jobim,RJ,Rio de Janeiro,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,21.0
153,Ponte Antônio Carlos Jobim,RJ,Rio de Janeiro,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,21.0
154,Ponte Antônio Carlos Jobim,RJ,Rio de Janeiro,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,21.0
155,Ponte Antônio Carlos Jobim,RJ,Rio de Janeiro,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,21.0
156,Ponte Antônio Carlos Jobim,RJ,Rio de Janeiro,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,21.0
157,Ponte Antônio Carlos Jobim,RJ,Rio de Janeiro,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,21.0
158,Ponte Antônio Carlos Jobim,RJ,Rio de Janeiro,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,21.0
159,Ponte Antônio Carlos Jobim,RJ,Rio de Janeiro,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,21.0
160,Ponte Antônio Carlos Jobim,RJ,Rio de Janeiro,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,21.0
161,Ponte Antônio Carlos Jobim,RJ,Rio de Janeiro,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,21.0
162,Ponte Antônio Carlos Jobim,RJ,Rio de Janeiro,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,21.0
163,Ponte Antônio Carlos Jobim,RJ,Rio de Janeiro,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,21.0
164,Ponte Antônio Carlos Jobim,RJ,Rio de Janeiro,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,21.0
165,Ponte Antônio Carlos Jobim,RJ,Rio de Janeiro,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,21.0
166,Ponte Antônio Carlos Jobim,RJ,Rio de Janeiro,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,21.0
178,Ponte Presidente Dutra,BA,Juazeiro,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,19.0
179,Ponte Presidente Dutra,BA,Juazeiro,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,19.0
180,Ponte Presidente Dutra,BA,Juazeiro,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,19.0
181,Ponte Presidente Dutra,BA,Juazeiro,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,19.0
182,Ponte Presidente Dutra,BA,Juazeiro,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,19.0
183,Ponte Presidente Dutra,BA,Juazeiro,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,19.0
184,Ponte Presidente Dutra,BA,Juazeiro,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,19.0
185,Ponte Presidente Dutra,BA,Juazeiro,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,19.0
186,Ponte Presidente Dutra,BA,Juazeiro,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,19.0
187,Ponte Presidente Dutra,BA,Juazeiro,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,19.0
188,Ponte Presidente Dutra,BA,Juazeiro,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,19.0
189,Ponte Presidente Dutra,BA,Juazeiro,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,19.0
190,Ponte Presidente Dutra,BA,Juazeiro,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,19.0
191,Ponte Presidente Dutra,BA,Juazeiro,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,19.0
192,Ponte Presidente Dutra,BA,Juazeiro,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,19.0
193,Ponte Presidente Dutra,BA,Juazeiro,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,19.0
194,Ponte Presidente Dutra,BA,Juazeiro,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,19.0
195,Ponte Presidente Dutra,BA,Juazeiro,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,19.0
196,Ponte Presidente Dutra,BA,Juazeiro,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo,19.0
207,Ponte Do Limão,SP,São Paulo,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Neutro,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17.0
208,Ponte Do Limão,SP,São Paulo,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Neutro,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17.0
209,Ponte Do Limão,SP,São Paulo,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Neutro,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17.0
210,Ponte Do Limão,SP,São Paulo,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Neutro,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17.0
211,Ponte Do Limão,SP,São Paulo,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Neutro,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17.0
212,Ponte Do Limão,SP,São Paulo,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Neutro,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17.0
213,Ponte Do Limão,SP,São Paulo,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Neutro,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17.0
214,Ponte Do Limão,SP,São Paulo,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Neutro,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17.0
215,Ponte Do Limão,SP,São Paulo,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Neutro,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17.0
216,Ponte Do Limão,SP,São Paulo,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Neutro,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17.0
217,Ponte Do Limão,SP,São Paulo,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Neutro,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17.0
218,Ponte Do Guaíba,RS,Porto Alegre,Concordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,26.0
219,Ponte Do Guaíba,RS,Porto Alegre,Concordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,26.0
220,Ponte Do Guaíba,RS,Porto Alegre,Concordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,26.0
221,Ponte Do Guaíba,RS,Porto Alegre,Concordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,26.0
222,Ponte Do Guaíba,RS,Porto Alegre,Concordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,26.0
223,Ponte Do Guaíba,RS,Porto Alegre,Concordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,26.0
224,Ponte Do Guaíba,RS,Porto Alegre,Concordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,26.0
225,Ponte Do Guaíba,RS,Porto Alegre,Concordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,26.0
226,Ponte Do Guaíba,RS,Porto Alegre,Concordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,26.0
227,Ponte Do Guaíba,RS,Porto Alegre,Concordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,26.0
228,Ponte Do Guaíba,RS,Porto Alegre,Concordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,26.0
229,Ponte Do Guaíba,RS,Porto Alegre,Concordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,26.0
230,Ponte Do Guaíba,RS,Porto Alegre,Concordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,26.0
231,Ponte Do Guaíba,RS,Porto Alegre,Concordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,26.0
232,Ponte Do Guaíba,RS,Porto Alegre,Concordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,26.0
233,Ponte Do Guaíba,RS,Porto Alegre,Concordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,26.0
234,Ponte Do Guaíba,RS,Porto Alegre,Concordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,26.0
235,Ponte Do Guaíba,RS,Porto Alegre,Concordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,26.0
236,Ponte Do Guaíba,RS,Porto Alegre,Concordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,26.0
237,Ponte Do Guaíba,RS,Porto Alegre,Concordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo,Concordo,26.0
238,Ponte Marechal Rondon,MT,Cáceres,Concordo,Concordo,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo,Neutro,Neutro,Concordo,Concordo Totalmente,22.0
239,Ponte Marechal Rondon,MT,Cáceres,Concordo,Concordo,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo,Neutro,Neutro,Concordo,Concordo Totalmente,22.0
240,Ponte Marechal Rondon,MT,Cáceres,Concordo,Concordo,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo,Neutro,Neutro,Concordo,Concordo Totalmente,22.0
241,Ponte Marechal Rondon,MT,Cáceres,Concordo,Concordo,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo,Neutro,Neutro,Concordo,Concordo Totalmente,22.0
242,Ponte Marechal Rondon,MT,Cáceres,Concordo,Concordo,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo,Neutro,Neutro,Concordo,Concordo Totalmente,22.0
243,Ponte Marechal Rondon,MT,Cáceres,Concordo,Concordo,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo,Neutro,Neutro,Concordo,Concordo Totalmente,22.0
244,Ponte Marechal Rondon,MT,Cáceres,Concordo,Concordo,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo,Neutro,Neutro,Concordo,Concordo Totalmente,22.0
245,Ponte Marechal Rondon,MT,Cáceres,Concordo,Concordo,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo,Neutro,Neutro,Concordo,Concordo Totalmente,22.0
246,Ponte Marechal Rondon,MT,Cáceres,Concordo,Concordo,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo,Neutro,Neutro,Concordo,Concordo Totalmente,22.0
247,Ponte Marechal Rondon,MT,Cáceres,Concordo,Concordo,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo,Neutro,Neutro,Concordo,Concordo Totalmente,22.0
248,Ponte Marechal Rondon,MT,Cáceres,Concordo,Concordo,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo,Neutro,Neutro,Concordo,Concordo Totalmente,22.0
249,Ponte Marechal Rondon,MT,Cáceres,Concordo,Concordo,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo,Neutro,Neutro,Concordo,Concordo Totalmente,22.0
250,Ponte Marechal Rondon,MT,Cáceres,Concordo,Concordo,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo,Neutro,Neutro,Concordo,Concordo Totalmente,22.0
251,Ponte Marechal Rondon,MT,Cáceres,Concordo,Concordo,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo,Neutro,Neutro,Concordo,Concordo Totalmente,22.0
252,Ponte Da Amizade,PR,Foz do Iguaçu,Concordo,Neutro,Discordo,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,22.0
253,Ponte Da Amizade,PR,Foz do Iguaçu,Concordo,Neutro,Discordo,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,22.0
254,Ponte Da Amizade,PR,Foz do Iguaçu,Concordo,Neutro,Discordo,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,22.0
255,Ponte Da Amizade,PR,Foz do Iguaçu,Concordo,Neutro,Discordo,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,22.0
256,Ponte Da Amizade,PR,Foz do Iguaçu,Concordo,Neutro,Discordo,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,22.0
257,Ponte Da Amizade,PR,Foz do Iguaçu,Concordo,Neutro,Discordo,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,22.0
258,Ponte Da Amizade,PR,Foz do Iguaçu,Concordo,Neutro,Discordo,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,22.0
259,Ponte Da Amizade,PR,Foz do Iguaçu,Concordo,Neutro,Discordo,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,22.0
260,Ponte Da Amizade,PR,Foz do Iguaçu,Concordo,Neutro,Discordo,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Concordo Totalmente,22.0
